fpath,gender,masterCategory,baseColour,subCategory,articleType,labels,id,season,usage,fname
training_img/30073.jpg,Men,Accessories,Black,Watches,Other,Men;Accessories;Watches;Watches;Black;Winter;Casual,,,,
training_img/51530.jpg,Women,Accessories,Silver,Watches,Other,Women;Accessories;Watches;Watches;Silver;Summer;Casual,,,,
training_img/15332.jpg,Men,Apparel,Off White,Bottomwear,Other,Men;Apparel;Bottomwear;Track Pants;Off White;Fall;Sports,,,,
training_img/24590.jpg,Women,Apparel,Blue,Topwear,Other,Women;Apparel;Topwear;Kurtas;Blue;Fall;Ethnic,,,,
training_img/10845.jpg,Men,Apparel,Red,Topwear,Other,Men;Apparel;Topwear;Tshirts;Red;Fall;Casual,,,,
training_img/55885.jpg,Women,Personal Care,White,Nails,Other,Women;Personal Care;Nails;Nail Polish;White;Spring;Casual,,,,
training_img/6291.jpg,Men,Apparel,Red,Topwear,Other,Men;Apparel;Topwear;Tshirts;Red;Summer;Casual,,,,
training_img/7525.jpg,Men,Apparel,Red,Topwear,Other,Men;Apparel;Topwear;Tshirts;Red;Summer;Sports,,,,
training_img/36127.jpg,Men,Accessories,Brown,Wallets,Other,Men;Accessories;Wallets;Wallets;Brown;Fall;Casual,,,,
training_img/37657.jpg,Men,Accessories,White,Socks,Other,Men;Accessories;Socks;Socks;White;Summer;Casual,,,,
training_img/28590.jpg,Men,Accessories,Black,Belts,Other,Men;Accessories;Belts;Belts;Black;Summer;Casual,,,,
training_img/34871.jpg,Women,Accessories,Multi,Bags,Other,Women;Accessories;Bags;Handbags;Multi;Summer;Casual,,,,
training_img/52376.jpg,Women,Apparel,Peach,Loungewear and Nightwear,Other,Women;Apparel;Loungewear and Nightwear;Nightdress;Peach;Winter;Casual,,,,
training_img/36853.jpg,Men,Apparel,White,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;White;Summer;Casual,,,,
training_img/44273.jpg,Men,Accessories,Black,Wallets,Other,Men;Accessories;Wallets;Wallets;Black;Summer;Formal,,,,
training_img/36232.jpg,Women,Footwear,White,Shoes,Other,Women;Footwear;Shoes;Sports Shoes;White;Summer;Sports,,,,
training_img/59467.jpg,Women,Accessories,Silver,Jewellery,Other,Women;Accessories;Jewellery;Ring;Silver;Summer;Casual,,,,
training_img/47575.jpg,Women,Footwear,Brown,Shoes,Other,Women;Footwear;Shoes;Heels;Brown;Winter;Casual,,,,
training_img/33687.jpg,Men,Footwear,Brown,Shoes,Other,Men;Footwear;Shoes;Casual Shoes;Brown;Winter;Casual,,,,
training_img/46617.jpg,Women,Footwear,Gold,Shoes,Other,Women;Footwear;Shoes;Heels;Gold;Winter;Casual,,,,
training_img/24663.jpg,Unisex,Footwear,Red,Shoes,Other,Unisex;Footwear;Shoes;Casual Shoes;Red;Summer;Casual,,,,
training_img/7173.jpg,Men,Apparel,Black,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;Black;Fall;Casual,,,,
training_img/52324.jpg,Women,Accessories,Black,Jewellery,Other,Women;Accessories;Jewellery;Bangle;Black;Winter;Casual,,,,
training_img/19649.jpg,Women,Apparel,Magenta,Topwear,Other,Women;Apparel;Topwear;Tops;Magenta;Fall;Casual,,,,
training_img/46815.jpg,Girls,Apparel,Yellow,Topwear,Other,Girls;Apparel;Topwear;Tops;Yellow;Summer;Casual,,,,
training_img/5885.jpg,Men,Apparel,Black,Topwear,Other,Men;Apparel;Topwear;Tshirts;Black;Summer;Casual,,,,
training_img/40301.jpg,Unisex,Footwear,Charcoal,Sandal,Other,Unisex;Footwear;Sandal;Sandals;Charcoal;Winter;Casual,,,,
training_img/28368.jpg,Men,Accessories,Copper,Eyewear,Other,Men;Accessories;Eyewear;Sunglasses;Copper;Winter;Casual,,,,
training_img/46577.jpg,Women,Accessories,Blue,Watches,Other,Women;Accessories;Watches;Watches;Blue;Winter;Casual,,,,
training_img/18725.jpg,Women,Apparel,Purple,Topwear,Other,Women;Apparel;Topwear;Sweaters;Purple;Fall;Casual,,,,
training_img/55929.jpg,Women,Personal Care,Purple,Nails,Other,Women;Personal Care;Nails;Nail Polish;Purple;Spring;Casual,,,,
training_img/43291.jpg,Women,Accessories,Grey,Bags,Other,Women;Accessories;Bags;Handbags;Grey;Summer;Casual,,,,
training_img/10136.jpg,Women,Accessories,Steel,Watches,Other,Women;Accessories;Watches;Watches;Steel;Winter;Casual,,,,
training_img/23837.jpg,Men,Footwear,White,Shoes,Other,Men;Footwear;Shoes;Sports Shoes;White;Fall;Sports,,,,
training_img/29156.jpg,Men,Apparel,Red,Topwear,Other,Men;Apparel;Topwear;Tshirts;Red;Summer;Casual,,,,
training_img/30637.jpg,Women,Apparel,Red,Bottomwear,Shorts,Women;Apparel;Bottomwear;Shorts;Red;Summer;Sports,,,,
training_img/34136.jpg,Men,Accessories,Black,Wallets,Other,Men;Accessories;Wallets;Wallets;Black;Summer;Casual,,,,
training_img/28684.jpg,Men,Apparel,Cream,Topwear,Other,Men;Apparel;Topwear;Tshirts;Cream;Summer;Casual,,,,
training_img/24006.jpg,Men,Apparel,White,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;White;Summer;Casual,,,,
training_img/17260.jpg,Men,Apparel,Cream,Topwear,Other,Men;Apparel;Topwear;Tshirts;Cream;Fall;Casual,,,,
training_img/44585.jpg,Men,Apparel,Black,Bottomwear,Jeans,Men;Apparel;Bottomwear;Jeans;Black;Summer;Casual,,,,
training_img/44134.jpg,Men,Personal Care,Grey,Fragrance,Other,Men;Personal Care;Fragrance;Perfume and Body Mist;Grey;Spring;Casual,,,,
training_img/11160.jpg,Men,Accessories,Grey,Ties,Other,Men;Accessories;Ties;Ties;Grey;Fall;Formal,,,,
training_img/34155.jpg,Girls,Apparel,Magenta,Topwear,Other,Girls;Apparel;Topwear;Tops;Magenta;Summer;Casual,,,,
training_img/48488.jpg,Women,Apparel,Black,Topwear,Other,Women;Apparel;Topwear;Tops;Black;Summer;Casual,,,,
training_img/5224.jpg,Unisex,Accessories,Blue,Bags,Other,Unisex;Accessories;Bags;Messenger Bag;Blue;Winter;Casual,,,,
training_img/33559.jpg,Women,Apparel,Blue,Topwear,Other,Women;Apparel;Topwear;Tshirts;Blue;Summer;Casual,,,,
training_img/16623.jpg,Men,Apparel,Brown,Bottomwear,Other,Men;Apparel;Bottomwear;Trousers;Brown;Fall;Casual,,,,
training_img/52912.jpg,Women,Apparel,Green,Saree,Other,Women;Apparel;Saree;Sarees;Green;Fall;Ethnic,,,,
training_img/30495.jpg,Women,Apparel,Beige,Innerwear,Other,Women;Apparel;Innerwear;Bra;Beige;Summer;Casual,,,,
training_img/56048.jpg,Women,Personal Care,Maroon,Lips,Other,Women;Personal Care;Lips;Lipstick;Maroon;Spring;Casual,,,,
training_img/33912.jpg,Men,Accessories,Black,Watches,Other,Men;Accessories;Watches;Watches;Black;Winter;Casual,,,,
training_img/55132.jpg,Women,Personal Care,White,Nails,Other,Women;Personal Care;Nails;Nail Polish;White;Spring;Casual,,,,
training_img/6526.jpg,Women,Apparel,Black,Bottomwear,Other,Women;Apparel;Bottomwear;Track Pants;Black;Summer;Sports,,,,
training_img/32525.jpg,Men,Personal Care,Silver,Fragrance,Other,Men;Personal Care;Fragrance;Perfume and Body Mist;Silver;Spring;Casual,,,,
training_img/33955.jpg,Men,Apparel,White,Topwear,Other,Men;Apparel;Topwear;Tshirts;White;Summer;Casual,,,,
training_img/24364.jpg,Women,Apparel,Green,Topwear,Other,Women;Apparel;Topwear;Kurtas;Green;Fall;Ethnic,,,,
training_img/20447.jpg,Men,Footwear,Grey,Shoes,Other,Men;Footwear;Shoes;Casual Shoes;Grey;Fall;Casual,,,,
training_img/34085.jpg,Men,Footwear,Blue,Shoes,Other,Men;Footwear;Shoes;Casual Shoes;Blue;Summer;Casual,,,,
training_img/25180.jpg,Women,Accessories,Brown,Bags,Other,Women;Accessories;Bags;Handbags;Brown;Winter;Casual,,,,
training_img/11808.jpg,Women,Apparel,Maroon,Topwear,Other,Women;Apparel;Topwear;Kurtas;Maroon;Fall;Ethnic,,,,
training_img/37238.jpg,Women,Footwear,Blue,Shoes,Other,Women;Footwear;Shoes;Flats;Blue;Summer;Casual,,,,
training_img/51713.jpg,Unisex,Accessories,Black,Eyewear,Other,Unisex;Accessories;Eyewear;Sunglasses;Black;Winter;Casual,,,,
training_img/31994.jpg,Men,Accessories,Khaki,Socks,Other,Men;Accessories;Socks;Socks;Khaki;Summer;Formal,,,,
training_img/7401.jpg,Men,Footwear,Brown,Shoes,Other,Men;Footwear;Shoes;Casual Shoes;Brown;Winter;Casual,,,,
training_img/44003.jpg,Women,Personal Care,White,Fragrance,Other,Women;Personal Care;Fragrance;Perfume and Body Mist;White;Spring;Casual,,,,
training_img/13229.jpg,Men,Apparel,Navy Blue,Bottomwear,Other,Men;Apparel;Bottomwear;Trousers;Navy Blue;Fall;Casual,,,,
training_img/49883.jpg,Women,Accessories,White,Watches,Other,Women;Accessories;Watches;Watches;White;Winter;Casual,,,,
training_img/29042.jpg,Men,Apparel,Black,Bottomwear,Other,Men;Apparel;Bottomwear;Track Pants;Black;Fall;Sports,,,,
training_img/21393.jpg,Men,Apparel,Blue,Topwear,Other,Men;Apparel;Topwear;Tshirts;Blue;Fall;Casual,,,,
training_img/6539.jpg,Unisex,Accessories,Blue,Bags,Other,Unisex;Accessories;Bags;Backpacks;Blue;Summer;Casual,,,,
training_img/10883.jpg,Men,Apparel,Beige,Topwear,Other,Men;Apparel;Topwear;Tshirts;Beige;Fall;Casual,,,,
training_img/21680.jpg,Men,Accessories,Blue,Watches,Other,Men;Accessories;Watches;Watches;Blue;Winter;Casual,,,,
training_img/49946.jpg,Men,Apparel,Navy Blue,Loungewear and Nightwear,Other,Men;Apparel;Loungewear and Nightwear;Lounge Shorts;Navy Blue;Summer;Casual,,,,
training_img/54525.jpg,Men,Footwear,Grey,Shoes,Other,Men;Footwear;Shoes;Sports Shoes;Grey;Fall;Sports,,,,
training_img/59615.jpg,Women,Apparel,Green,Saree,Other,Women;Apparel;Saree;Sarees;Green;Fall;Ethnic,,,,
training_img/13137.jpg,Men,Footwear,Green,Shoes,Other,Men;Footwear;Shoes;Casual Shoes;Green;Fall;Casual,,,,
training_img/39341.jpg,Men,Footwear,White,Shoes,Other,Men;Footwear;Shoes;Casual Shoes;White;Summer;Casual,,,,
training_img/54573.jpg,Women,Apparel,Coffee Brown,Topwear,Other,Women;Apparel;Topwear;Kurtas;Coffee Brown;Summer;Ethnic,,,,
training_img/49701.jpg,Men,Accessories,Red,Ties,Other,Men;Accessories;Ties;Ties;Red;Summer;Casual,,,,
training_img/33851.jpg,Men,Footwear,Green,Shoes,Other,Men;Footwear;Shoes;Casual Shoes;Green;Summer;Casual,,,,
training_img/12990.jpg,Unisex,Footwear,Purple,Shoes,Other,Unisex;Footwear;Shoes;Sports Shoes;Purple;Fall;Sports,,,,
training_img/28785.jpg,Women,Apparel,Maroon,Innerwear,Other,Women;Apparel;Innerwear;Briefs;Maroon;Summer;Casual,,,,
training_img/5166.jpg,Men,Apparel,Black,Topwear,Other,Men;Apparel;Topwear;Tshirts;Black;Summer;Casual,,,,
training_img/5537.jpg,Men,Footwear,Black,Shoes,Other,Men;Footwear;Shoes;Sports Shoes;Black;Summer;Sports,,,,
training_img/56869.jpg,Women,Footwear,Black,Shoes,Other,Women;Footwear;Shoes;Heels;Black;Winter;Casual,,,,
training_img/32596.jpg,Women,Apparel,Peach,Topwear,Other,Women;Apparel;Topwear;Tops;Peach;Summer;Casual,,,,
training_img/2607.jpg,Men,Apparel,Black,Topwear,Other,Men;Apparel;Topwear;Tshirts;Black;Fall;Sports,,,,
training_img/41986.jpg,Boys,Apparel,Navy Blue,Topwear,Other,Boys;Apparel;Topwear;Tshirts;Navy Blue;Summer;Casual,,,,
training_img/36475.jpg,Women,Apparel,Purple,Topwear,Other,Women;Apparel;Topwear;Kurtas;Purple;Summer;Ethnic,,,,
training_img/37579.jpg,Girls,Accessories,White,Gloves,Other,Girls;Accessories;Gloves;Gloves;White;Summer;Casual,,,,
training_img/15816.jpg,Men,Apparel,Maroon,Innerwear,Other,Men;Apparel;Innerwear;Briefs;Maroon;Summer;Casual,,,,
training_img/26534.jpg,Men,Footwear,Red,Shoes,Other,Men;Footwear;Shoes;Casual Shoes;Red;Fall;Casual,,,,
training_img/30909.jpg,Women,Apparel,Green,Topwear,Other,Women;Apparel;Topwear;Tops;Green;Summer;Ethnic,,,,
training_img/41984.jpg,Boys,Apparel,White,Topwear,Other,Boys;Apparel;Topwear;Tshirts;White;Summer;Casual,,,,
training_img/48193.jpg,Men,Accessories,Black,Eyewear,Other,Men;Accessories;Eyewear;Sunglasses;Black;Winter;Casual,,,,
training_img/8486.jpg,Women,Apparel,Blue,Dress,Skirts & Dresses,Women;Apparel;Dress;Dresses;Blue;Fall;Casual,,,,
training_img/3193.jpg,Men,Apparel,Beige,Topwear,Other,Men;Apparel;Topwear;Tshirts;Beige;Summer;Casual,,,,
training_img/17135.jpg,Women,Accessories,Black,Bags,Other,Women;Accessories;Bags;Handbags;Black;Winter;Casual,,,,
training_img/30948.jpg,Women,Apparel,Red,Topwear,Other,Women;Apparel;Topwear;Tops;Red;Summer;Ethnic,,,,
training_img/28475.jpg,Women,Apparel,Blue,Topwear,Other,Women;Apparel;Topwear;Kurtas;Blue;Summer;Ethnic,,,,
training_img/59996.jpg,Women,Apparel,Purple,Dress,Skirts & Dresses,Women;Apparel;Dress;Dresses;Purple;Summer;Casual,,,,
training_img/10027.jpg,Women,Apparel,White,Topwear,Other,Women;Apparel;Topwear;Tshirts;White;Fall;Sports,,,,
training_img/48133.jpg,Women,Accessories,Multi,Wallets,Other,Women;Accessories;Wallets;Wallets;Multi;Winter;Casual,,,,
training_img/47406.jpg,Women,Accessories,Red,Wallets,Other,Women;Accessories;Wallets;Wallets;Red;Summer;Casual,,,,
training_img/7790.jpg,Men,Apparel,Olive,Topwear,Other,Men;Apparel;Topwear;Tshirts;Olive;Fall;Casual,,,,
training_img/24161.jpg,Women,Apparel,Blue,Topwear,Other,Women;Apparel;Topwear;Kurtas;Blue;Fall;Ethnic,,,,
training_img/12706.jpg,Men,Footwear,White,Shoes,Other,Men;Footwear;Shoes;Sports Shoes;White;Fall;Sports,,,,
training_img/34387.jpg,Men,Apparel,Red,Topwear,Other,Men;Apparel;Topwear;Tshirts;Red;Summer;Casual,,,,
training_img/26927.jpg,Women,Apparel,Black,Dress,Skirts & Dresses,Women;Apparel;Dress;Dresses;Black;Summer;Casual,,,,
training_img/28754.jpg,Women,Apparel,Blue,Topwear,Other,Women;Apparel;Topwear;Kurtas;Blue;Summer;Ethnic,,,,
training_img/35045.jpg,Women,Apparel,Green,Topwear,Other,Women;Apparel;Topwear;Kurtas;Green;Summer;Ethnic,,,,
training_img/55074.jpg,Women,Personal Care,Sea Green,Makeup,Other,Women;Personal Care;Makeup;Kajal and Eyeliner;Sea Green;Spring;Casual,,,,
training_img/23204.jpg,Men,Apparel,Green,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;Green;Fall;Casual,,,,
training_img/58686.jpg,Women,Apparel,Blue,Topwear,Other,Women;Apparel;Topwear;Kurtas;Blue;Fall;Ethnic,,,,
training_img/55474.jpg,Women,Personal Care,Purple,Lips,Other,Women;Personal Care;Lips;Lip Liner;Purple;Spring;Casual,,,,
training_img/47451.jpg,Women,Footwear,Brown,Shoes,Other,Women;Footwear;Shoes;Flats;Brown;Summer;Casual,,,,
training_img/41594.jpg,Men,Apparel,Grey,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;Grey;Summer;Casual,,,,
training_img/11791.jpg,Women,Apparel,Navy Blue,Topwear,Other,Women;Apparel;Topwear;Kurtas;Navy Blue;Fall;Ethnic,,,,
training_img/46601.jpg,Women,Footwear,Gold,Shoes,Other,Women;Footwear;Shoes;Heels;Gold;Winter;Casual,,,,
training_img/7141.jpg,Women,Apparel,Gold,Topwear,Other,Women;Apparel;Topwear;Tunics;Gold;Fall;Casual,,,,
training_img/26727.jpg,Men,Apparel,Black,Topwear,Other,Men;Apparel;Topwear;Tshirts;Black;Summer;Casual,,,,
training_img/13053.jpg,Women,Accessories,Black,Watches,Other,Women;Accessories;Watches;Watches;Black;Winter;Casual,,,,
training_img/44884.jpg,Men,Apparel,Black,Topwear,Other,Men;Apparel;Topwear;Tshirts;Black;Summer;Casual,,,,
training_img/51625.jpg,Women,Accessories,Purple,Watches,Other,Women;Accessories;Watches;Watches;Purple;Winter;Casual,,,,
training_img/56703.jpg,Men,Apparel,Beige,Topwear,Other,Men;Apparel;Topwear;Kurtas;Beige;Summer;Ethnic,,,,
training_img/15811.jpg,Men,Apparel,Black,Innerwear,Other,Men;Apparel;Innerwear;Briefs;Black;Summer;Casual,,,,
training_img/18851.jpg,Men,Apparel,Red,Topwear,Other,Men;Apparel;Topwear;Tshirts;Red;Fall;Casual,,,,
training_img/49851.jpg,Unisex,Accessories,Black,Watches,Other,Unisex;Accessories;Watches;Watches;Black;Winter;Casual,,,,
training_img/30341.jpg,Men,Apparel,Off White,Topwear,Other,Men;Apparel;Topwear;Tshirts;Off White;Summer;Casual,,,,
training_img/32191.jpg,Men,Footwear,Blue,Shoes,Other,Men;Footwear;Shoes;Sports Shoes;Blue;Summer;Sports,,,,
training_img/6180.jpg,Women,Footwear,White,Flip Flops,Other,Women;Footwear;Flip Flops;Flip Flops;White;Summer;Casual,,,,
training_img/4202.jpg,Boys,Apparel,Navy Blue,Topwear,Other,Boys;Apparel;Topwear;Tshirts;Navy Blue;Summer;Casual,,,,
training_img/49118.jpg,Women,Personal Care,Pink,Lips,Other,Women;Personal Care;Lips;Lipstick;Pink;Spring;Casual,,,,
training_img/7652.jpg,Men,Apparel,White,Topwear,Other,Men;Apparel;Topwear;Tshirts;White;Fall;Sports,,,,
training_img/39344.jpg,Men,Apparel,Green,Topwear,Other,Men;Apparel;Topwear;Tshirts;Green;Fall;Casual,,,,
training_img/22378.jpg,Men,Apparel,Purple,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;Purple;Fall;Casual,,,,
training_img/22247.jpg,Men,Footwear,Grey,Sandal,Other,Men;Footwear;Sandal;Sandals;Grey;Fall;Casual,,,,
training_img/27614.jpg,Men,Apparel,Beige,Bottomwear,Other,Men;Apparel;Bottomwear;Trousers;Beige;Summer;Casual,,,,
training_img/49761.jpg,Women,Apparel,White,Bottomwear,"Pants, Sweatpants, Leggings & Jeggings",Women;Apparel;Bottomwear;Leggings;White;Summer;Casual,,,,
training_img/51660.jpg,Men,Accessories,Black,Watches,Other,Men;Accessories;Watches;Watches;Black;Winter;Casual,,,,
training_img/16861.jpg,Men,Accessories,Brown,Eyewear,Other,Men;Accessories;Eyewear;Sunglasses;Brown;Winter;Casual,,,,
training_img/58734.jpg,Men,Apparel,Red,Topwear,Other,Men;Apparel;Topwear;Tshirts;Red;Fall;Sports,,,,
training_img/8310.jpg,Women,Accessories,Grey,Bags,Other,Women;Accessories;Bags;Handbags;Grey;Winter;Casual,,,,
training_img/26535.jpg,Men,Footwear,Blue,Shoes,Other,Men;Footwear;Shoes;Casual Shoes;Blue;Summer;Casual,,,,
training_img/22041.jpg,Women,Apparel,Cream,Topwear,Other,Women;Apparel;Topwear;Kurtas;Cream;Fall;Ethnic,,,,
training_img/27554.jpg,Men,Apparel,Purple,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;Purple;Summer;Formal,,,,
training_img/27274.jpg,Women,Apparel,Purple,Topwear,Other,Women;Apparel;Topwear;Kurtis;Purple;Fall;Ethnic,,,,
training_img/39983.jpg,Men,Footwear,Black,Shoes,Other,Men;Footwear;Shoes;Casual Shoes;Black;Winter;Casual,,,,
training_img/2477.jpg,Men,Footwear,Blue,Shoes,Other,Men;Footwear;Shoes;Sports Shoes;Blue;Fall;Sports,,,,
training_img/3068.jpg,Women,Apparel,Yellow,Topwear,Other,Women;Apparel;Topwear;Tshirts;Yellow;Summer;Casual,,,,
training_img/31275.jpg,Men,Apparel,Black,Topwear,Other,Men;Apparel;Topwear;Tshirts;Black;Summer;Casual,,,,
training_img/1615.jpg,Men,Apparel,Navy Blue,Topwear,Other,Men;Apparel;Topwear;Tshirts;Navy Blue;Fall;Casual,,,,
training_img/48163.jpg,Women,Accessories,Blue,Wallets,Other,Women;Accessories;Wallets;Wallets;Blue;Winter;Casual,,,,
training_img/17222.jpg,Men,Accessories,Blue,Eyewear,Other,Men;Accessories;Eyewear;Sunglasses;Blue;Winter;Casual,,,,
training_img/11768.jpg,Men,Apparel,White,Topwear,Other,Men;Apparel;Topwear;Tshirts;White;Fall;Casual,,,,
training_img/14118.jpg,Men,Apparel,Blue,Bottomwear,Jeans,Men;Apparel;Bottomwear;Jeans;Blue;Fall;Casual,,,,
training_img/12930.jpg,Men,Apparel,Navy Blue,Topwear,Other,Men;Apparel;Topwear;Tshirts;Navy Blue;Fall;Casual,,,,
training_img/12589.jpg,Unisex,Apparel,Brown,Topwear,Other,Unisex;Apparel;Topwear;Tshirts;Brown;Fall;Casual,,,,
training_img/5288.jpg,Men,Footwear,Brown,Sandal,Other,Men;Footwear;Sandal;Sandals;Brown;Summer;Casual,,,,
training_img/20135.jpg,Women,Apparel,Blue,Topwear,"Shirts, TShirts & Tops",Women;Apparel;Topwear;Shirts;Blue;Fall;Casual,,,,
training_img/53585.jpg,Men,Accessories,Blue,Watches,Other,Men;Accessories;Watches;Watches;Blue;Winter;Casual,,,,
training_img/21918.jpg,Women,Apparel,Purple,Topwear,Other,Women;Apparel;Topwear;Kurtas;Purple;Fall;Ethnic,,,,
training_img/49478.jpg,Men,Footwear,Grey,Shoes,Other,Men;Footwear;Shoes;Casual Shoes;Grey;Summer;Casual,,,,
training_img/10658.jpg,Women,Apparel,White,Topwear,Other,Women;Apparel;Topwear;Tops;White;Fall;Casual,,,,
training_img/47354.jpg,Women,Accessories,Olive,Bags,Other,Women;Accessories;Bags;Handbags;Olive;Fall;Casual,,,,
training_img/16951.jpg,Men,Accessories,Black,Eyewear,Other,Men;Accessories;Eyewear;Sunglasses;Black;Winter;Casual,,,,
training_img/11109.jpg,Men,Apparel,Black,Topwear,"Shirts, TShirts & Tops",Men;Apparel;Topwear;Shirts;Black;Fall;Formal,,,,
training_img/38213.jpg,Men,Accessories,Brown,Eyewear,Other,Men;Accessories;Eyewear;Sunglasses;Brown;Winter;Casual,,,,
training_img/31926.jpg,Women,Accessories,Blue,Bags,Other,Women;Accessories;Bags;Clutches;Blue;Summer;Casual,,,,
training_img/57976.jpg,Women,Apparel,Pink,Saree,Other,Women;Apparel;Saree;Sarees;Pink;Summer;Ethnic,,,,
training_img/48578.jpg,Men,Accessories,Steel,Jewellery,Other,Men;Accessories;Jewellery;Bracelet;Steel;Summer;Casual,,,,
,Women,Apparel,White,Topwear,"Shirts, TShirts & Tops",,40435.0,Summer,Casual,40435.jpg
,Men,Apparel,Black,Topwear,"Shirts, TShirts & Tops",,18612.0,Fall,Sports,18612.jpg
,Women,Accessories,Blue,Bags,Other,,25235.0,Winter,Casual,25235.jpg
,Men,Footwear,Blue,Sandal,Other,,8078.0,Fall,Casual,8078.jpg
,Men,Accessories,Black,Watches,Other,,45029.0,Winter,Casual,45029.jpg
,Women,Accessories,White,Jewellery,Other,,52323.0,Winter,Casual,52323.jpg
,Men,Apparel,Black,Topwear,"Shirts, TShirts & Tops",,18991.0,Summer,Casual,18991.jpg
,Unisex,Accessories,Black,Bags,Other,,7066.0,Summer,Sports,7066.jpg
,Women,Personal Care,Brown,Eyes,Other,,56161.0,Spring,Casual,56161.jpg
,Men,Apparel,Cream,Bottomwear,Shorts,,27624.0,Summer,Casual,27624.jpg
,Women,Apparel,Green,Innerwear,Other,,51779.0,Summer,Casual,51779.jpg
,Unisex,Accessories,Black,Watches,Other,,4702.0,Winter,Sports,4702.jpg
,Women,Apparel,Off White,Topwear,Other,,22075.0,Fall,Ethnic,22075.jpg
,Men,Footwear,Grey,Flip Flops,Other,,6418.0,Summer,Casual,6418.jpg
,Women,Accessories,Gold,Watches,Other,,59220.0,Winter,Casual,59220.jpg
,Men,Apparel,Purple,Topwear,"Shirts, TShirts & Tops",,11115.0,Fall,Formal,11115.jpg
,Women,Apparel,Green,Topwear,"Shirts, TShirts & Tops",,4162.0,Summer,Casual,4162.jpg
,Men,Accessories,Black,Watches,Other,,25603.0,Winter,Casual,25603.jpg
,Men,Accessories,Black,Eyewear,Other,,28358.0,Winter,Casual,28358.jpg
,Men,Apparel,Navy Blue,Topwear,"Coats, Jackets & Truckers",,15319.0,Fall,Casual,15319.jpg
,Women,Apparel,Beige,Loungewear and Nightwear,Other,,50992.0,Summer,Casual,50992.jpg
,Men,Footwear,Black,Shoes,Other,,12520.0,Winter,Casual,12520.jpg
,Men,Apparel,Green,Topwear,"Shirts, TShirts & Tops",,4223.0,Summer,Casual,4223.jpg
,Women,Apparel,Black,Topwear,Other,,39180.0,Summer,Ethnic,39180.jpg
,Women,Apparel,Pink,Innerwear,Other,,54320.0,Summer,Casual,54320.jpg
,Men,Apparel,Beige,Bottomwear,Shorts,,13301.0,Fall,Casual,13301.jpg
,Men,Apparel,Green,Topwear,"Shirts, TShirts & Tops",,37099.0,Summer,Casual,37099.jpg
,Women,Accessories,Black,Eyewear,Other,,17223.0,Winter,Casual,17223.jpg
,Men,Footwear,Brown,Shoes,Other,,34507.0,Summer,Formal,34507.jpg
,Men,Apparel,Purple,Topwear,"Shirts, TShirts & Tops",,9425.0,Fall,Formal,9425.jpg
,Men,Footwear,White,Shoes,Other,,17746.0,Fall,Sports,17746.jpg
,Women,Footwear,Grey,Shoes,Other,,7822.0,Fall,Casual,7822.jpg
,Men,Apparel,Blue,Topwear,"Shirts, TShirts & Tops",,40029.0,Summer,Casual,40029.jpg
,Men,Footwear,Blue,Flip Flops,Other,,20946.0,Fall,Casual,20946.jpg
,Men,Apparel,Green,Topwear,"Shirts, TShirts & Tops",,13460.0,Summer,Casual,13460.jpg
,Women,Footwear,White,Shoes,Other,,42996.0,Summer,Sports,42996.jpg
,Men,Footwear,Khaki,Sandal,Other,,22881.0,Winter,Casual,22881.jpg
,Women,Footwear,Brown,Shoes,Other,,54134.0,Winter,Casual,54134.jpg
,Men,Footwear,Black,Shoes,Other,,4524.0,Summer,Sports,4524.jpg
,Women,Apparel,Multi,Topwear,Other,,58702.0,Summer,Ethnic,58702.jpg
,Women,Apparel,Brown,Topwear,"Shirts, TShirts & Tops",,34484.0,Summer,Casual,34484.jpg
,Women,Apparel,Pink,Innerwear,Other,,30463.0,Summer,Casual,30463.jpg
,Women,Accessories,Red,Jewellery,Other,,54865.0,Fall,Casual,54865.jpg
,Men,Apparel,Grey,Topwear,Other,,19962.0,Fall,Casual,19962.jpg
,Men,Apparel,White,Topwear,"Shirts, TShirts & Tops",,37776.0,Summer,Casual,37776.jpg
,Women,Accessories,White,Watches,Other,,45216.0,Winter,Casual,45216.jpg
,Men,Apparel,Tan,Topwear,"Shirts, TShirts & Tops",,10682.0,Fall,Casual,10682.jpg
,Men,Footwear,White,Shoes,Other,,15736.0,Fall,Casual,15736.jpg
,Men,Apparel,Black,Topwear,"Shirts, TShirts & Tops",,34241.0,Summer,Casual,34241.jpg
,Men,Apparel,Blue,Topwear,"Shirts, TShirts & Tops",,20368.0,Summer,Casual,20368.jpg
,Women,Personal Care,Beige,Skin Care,Other,,57878.0,Spring,Casual,57878.jpg
,Women,Apparel,Yellow,Topwear,Other,,12079.0,Fall,Ethnic,12079.jpg
,Men,Apparel,Navy Blue,Topwear,"Shirts, TShirts & Tops",,8191.0,Summer,Casual,8191.jpg
